Date,Year,Month,beef_qty,veal_qty,milk_lag_y0m0,milk_lag_y0m1,milk_lag_y0m2,milk_lag_y0m3,milk_lag_y0m4,milk_lag_y0m5,milk_lag_y0m6,milk_lag_y0m7,milk_lag_y0m8,milk_lag_y0m9,milk_lag_y0m10,milk_lag_y0m11,milk_lag_y0m12,milk_lag_y1m1,milk_lag_y1m2,milk_lag_y1m3,milk_lag_y1m4,milk_lag_y1m5,milk_lag_y1m6,milk_lag_y1m7,milk_lag_y1m8,milk_lag_y1m9,milk_lag_y1m10,milk_lag_y1m11,milk_lag_y1m12,milk_lag_y2m1,milk_lag_y2m2,milk_lag_y2m3,milk_lag_y2m4,milk_lag_y2m5,milk_lag_y2m6,milk_lag_y2m7,milk_lag_y2m8,milk_lag_y2m9,milk_lag_y2m10,milk_lag_y2m11,milk_lag_y2m12,milk_lag_y3m1,milk_lag_y3m2,milk_lag_y3m3,milk_lag_y3m4,milk_lag_y3m5,milk_lag_y3m6,milk_lag_y3m7,milk_lag_y3m8,milk_lag_y3m9,milk_lag_y3m10,milk_lag_y3m11,milk_lag_y3m12,milk_lag_y4m1,milk_lag_y4m2,milk_lag_y4m3,milk_lag_y4m4,milk_lag_y4m5,milk_lag_y4m6,milk_lag_y4m7,milk_lag_y4m8,milk_lag_y4m9,milk_lag_y4m10,milk_lag_y4m11,milk_lag_y4m12,milk_lag_y5m1,milk_lag_y5m2,milk_lag_y5m3,milk_lag_y5m4,milk_lag_y5m5,milk_lag_y5m6,milk_lag_y5m7,milk_lag_y5m8,milk_lag_y5m9,milk_lag_y5m10,milk_lag_y5m11,milk_lag_y5m12,milk_lag_y6m1,milk_lag_y6m2,milk_lag_y6m3,milk_lag_y6m4,milk_lag_y6m5,milk_lag_y6m6,milk_lag_y6m7,milk_lag_y6m8,milk_lag_y6m9,milk_lag_y6m10,milk_lag_y6m11,milk_lag_y6m12,milk_lag_y7m1,milk_lag_y7m2,milk_lag_y7m3,milk_lag_y7m4,milk_lag_y7m5,milk_lag_y7m6,milk_lag_y7m7,milk_lag_y7m8,milk_lag_y7m9,milk_lag_y7m10,milk_lag_y7m11,milk_lag_y7m12
3/1/1981,1981,3,1900,35,11519,10149,10803,10485,10044,10451,10344,10784,11063,11325,11688,11015,10931,9965,10311,10070,9619,10060,9981,10404,10677,10945,11240,10598,10528,9274,9954,9724,9320,9780,9683,10182,10503,10817,11151,10610,10491,9242,9958,9797,9380,9824,9810,10362,10671,10968,11358,10732,10580,9285,9888,9686,9210,9603,9590,10117,10435,10786,11107,10475,10285,9289,9597,9357,8832,9162,9050,9544,9975,10445,10787,10116,9999,8773,9358,9109,8663,9100,9137,9711,10171,10615,10869,10124,9989,8763,9335,9063,8603,8957,8885,9496,10021,10542,10960,10303,10184
4/1/1981,1981,4,1813,32,11531,11519,10149,10803,10485,10044,10451,10344,10784,11063,11325,11688,11015,10931,9965,10311,10070,9619,10060,9981,10404,10677,10945,11240,10598,10528,9274,9954,9724,9320,9780,9683,10182,10503,10817,11151,10610,10491,9242,9958,9797,9380,9824,9810,10362,10671,10968,11358,10732,10580,9285,9888,9686,9210,9603,9590,10117,10435,10786,11107,10475,10285,9289,9597,9357,8832,9162,9050,9544,9975,10445,10787,10116,9999,8773,9358,9109,8663,9100,9137,9711,10171,10615,10869,10124,9989,8763,9335,9063,8603,8957,8885,9496,10021,10542,10960,10303
5/1/1981,1981,5,1764,30,12078,11531,11519,10149,10803,10485,10044,10451,10344,10784,11063,11325,11688,11015,10931,9965,10311,10070,9619,10060,9981,10404,10677,10945,11240,10598,10528,9274,9954,9724,9320,9780,9683,10182,10503,10817,11151,10610,10491,9242,9958,9797,9380,9824,9810,10362,10671,10968,11358,10732,10580,9285,9888,9686,9210,9603,9590,10117,10435,10786,11107,10475,10285,9289,9597,9357,8832,9162,9050,9544,9975,10445,10787,10116,9999,8773,9358,9109,8663,9100,9137,9711,10171,10615,10869,10124,9989,8763,9335,9063,8603,8957,8885,9496,10021,10542,10960
6/1/1981,1981,6,1861,32,11552,12078,11531,11519,10149,10803,10485,10044,10451,10344,10784,11063,11325,11688,11015,10931,9965,10311,10070,9619,10060,9981,10404,10677,10945,11240,10598,10528,9274,9954,9724,9320,9780,9683,10182,10503,10817,11151,10610,10491,9242,9958,9797,9380,9824,9810,10362,10671,10968,11358,10732,10580,9285,9888,9686,9210,9603,9590,10117,10435,10786,11107,10475,10285,9289,9597,9357,8832,9162,9050,9544,9975,10445,10787,10116,9999,8773,9358,9109,8663,9100,9137,9711,10171,10615,10869,10124,9989,8763,9335,9063,8603,8957,8885,9496,10021,10542
7/1/1981,1981,7,1821,34,11361,11552,12078,11531,11519,10149,10803,10485,10044,10451,10344,10784,11063,11325,11688,11015,10931,9965,10311,10070,9619,10060,9981,10404,10677,10945,11240,10598,10528,9274,9954,9724,9320,9780,9683,10182,10503,10817,11151,10610,10491,9242,9958,9797,9380,9824,9810,10362,10671,10968,11358,10732,10580,9285,9888,9686,9210,9603,9590,10117,10435,10786,11107,10475,10285,9289,9597,9357,8832,9162,9050,9544,9975,10445,10787,10116,9999,8773,9358,9109,8663,9100,9137,9711,10171,10615,10869,10124,9989,8763,9335,9063,8603,8957,8885,9496,10021
8/1/1981,1981,8,1828,33,11106,11361,11552,12078,11531,11519,10149,10803,10485,10044,10451,10344,10784,11063,11325,11688,11015,10931,9965,10311,10070,9619,10060,9981,10404,10677,10945,11240,10598,10528,9274,9954,9724,9320,9780,9683,10182,10503,10817,11151,10610,10491,9242,9958,9797,9380,9824,9810,10362,10671,10968,11358,10732,10580,9285,9888,9686,9210,9603,9590,10117,10435,10786,11107,10475,10285,9289,9597,9357,8832,9162,9050,9544,9975,10445,10787,10116,9999,8773,9358,9109,8663,9100,9137,9711,10171,10615,10869,10124,9989,8763,9335,9063,8603,8957,8885,9496
9/1/1981,1981,9,1892,38,10625,11106,11361,11552,12078,11531,11519,10149,10803,10485,10044,10451,10344,10784,11063,11325,11688,11015,10931,9965,10311,10070,9619,10060,9981,10404,10677,10945,11240,10598,10528,9274,9954,9724,9320,9780,9683,10182,10503,10817,11151,10610,10491,9242,9958,9797,9380,9824,9810,10362,10671,10968,11358,10732,10580,9285,9888,9686,9210,9603,9590,10117,10435,10786,11107,10475,10285,9289,9597,9357,8832,9162,9050,9544,9975,10445,10787,10116,9999,8773,9358,9109,8663,9100,9137,9711,10171,10615,10869,10124,9989,8763,9335,9063,8603,8957,8885
10/1/1981,1981,10,1971,40,10763,10625,11106,11361,11552,12078,11531,11519,10149,10803,10485,10044,10451,10344,10784,11063,11325,11688,11015,10931,9965,10311,10070,9619,10060,9981,10404,10677,10945,11240,10598,10528,9274,9954,9724,9320,9780,9683,10182,10503,10817,11151,10610,10491,9242,9958,9797,9380,9824,9810,10362,10671,10968,11358,10732,10580,9285,9888,9686,9210,9603,9590,10117,10435,10786,11107,10475,10285,9289,9597,9357,8832,9162,9050,9544,9975,10445,10787,10116,9999,8773,9358,9109,8663,9100,9137,9711,10171,10615,10869,10124,9989,8763,9335,9063,8603,8957
11/1/1981,1981,11,1803,35,10393,10763,10625,11106,11361,11552,12078,11531,11519,10149,10803,10485,10044,10451,10344,10784,11063,11325,11688,11015,10931,9965,10311,10070,9619,10060,9981,10404,10677,10945,11240,10598,10528,9274,9954,9724,9320,9780,9683,10182,10503,10817,11151,10610,10491,9242,9958,9797,9380,9824,9810,10362,10671,10968,11358,10732,10580,9285,9888,9686,9210,9603,9590,10117,10435,10786,11107,10475,10285,9289,9597,9357,8832,9162,9050,9544,9975,10445,10787,10116,9999,8773,9358,9109,8663,9100,9137,9711,10171,10615,10869,10124,9989,8763,9335,9063,8603
12/1/1981,1981,12,1902,40,10890,10393,10763,10625,11106,11361,11552,12078,11531,11519,10149,10803,10485,10044,10451,10344,10784,11063,11325,11688,11015,10931,9965,10311,10070,9619,10060,9981,10404,10677,10945,11240,10598,10528,9274,9954,9724,9320,9780,9683,10182,10503,10817,11151,10610,10491,9242,9958,9797,9380,9824,9810,10362,10671,10968,11358,10732,10580,9285,9888,9686,9210,9603,9590,10117,10435,10786,11107,10475,10285,9289,9597,9357,8832,9162,9050,9544,9975,10445,10787,10116,9999,8773,9358,9109,8663,9100,9137,9711,10171,10615,10869,10124,9989,8763,9335,9063
1/1/1982,1982,1,1853,36,11106,10890,10393,10763,10625,11106,11361,11552,12078,11531,11519,10149,10803,10485,10044,10451,10344,10784,11063,11325,11688,11015,10931,9965,10311,10070,9619,10060,9981,10404,10677,10945,11240,10598,10528,9274,9954,9724,9320,9780,9683,10182,10503,10817,11151,10610,10491,9242,9958,9797,9380,9824,9810,10362,10671,10968,11358,10732,10580,9285,9888,9686,9210,9603,9590,10117,10435,10786,11107,10475,10285,9289,9597,9357,8832,9162,9050,9544,9975,10445,10787,10116,9999,8773,9358,9109,8663,9100,9137,9711,10171,10615,10869,10124,9989,8763,9335
2/1/1982,1982,2,1725,32,10361,11106,10890,10393,10763,10625,11106,11361,11552,12078,11531,11519,10149,10803,10485,10044,10451,10344,10784,11063,11325,11688,11015,10931,9965,10311,10070,9619,10060,9981,10404,10677,10945,11240,10598,10528,9274,9954,9724,9320,9780,9683,10182,10503,10817,11151,10610,10491,9242,9958,9797,9380,9824,9810,10362,10671,10968,11358,10732,10580,9285,9888,9686,9210,9603,9590,10117,10435,10786,11107,10475,10285,9289,9597,9357,8832,9162,9050,9544,9975,10445,10787,10116,9999,8773,9358,9109,8663,9100,9137,9711,10171,10615,10869,10124,9989,8763
3/1/1982,1982,3,1877,39,11700,10361,11106,10890,10393,10763,10625,11106,11361,11552,12078,11531,11519,10149,10803,10485,10044,10451,10344,10784,11063,11325,11688,11015,10931,9965,10311,10070,9619,10060,9981,10404,10677,10945,11240,10598,10528,9274,9954,9724,9320,9780,9683,10182,10503,10817,11151,10610,10491,9242,9958,9797,9380,9824,9810,10362,10671,10968,11358,10732,10580,9285,9888,9686,9210,9603,9590,10117,10435,10786,11107,10475,10285,9289,9597,9357,8832,9162,9050,9544,9975,10445,10787,10116,9999,8773,9358,9109,8663,9100,9137,9711,10171,10615,10869,10124,9989
4/1/1982,1982,4,1763,33,11563,11700,10361,11106,10890,10393,10763,10625,11106,11361,11552,12078,11531,11519,10149,10803,10485,10044,10451,10344,10784,11063,11325,11688,11015,10931,9965,10311,10070,9619,10060,9981,10404,10677,10945,11240,10598,10528,9274,9954,9724,9320,9780,9683,10182,10503,10817,11151,10610,10491,9242,9958,9797,9380,9824,9810,10362,10671,10968,11358,10732,10580,9285,9888,9686,9210,9603,9590,10117,10435,10786,11107,10475,10285,9289,9597,9357,8832,9162,9050,9544,9975,10445,10787,10116,9999,8773,9358,9109,8663,9100,9137,9711,10171,10615,10869,10124
5/1/1982,1982,5,1731,31,12214,11563,11700,10361,11106,10890,10393,10763,10625,11106,11361,11552,12078,11531,11519,10149,10803,10485,10044,10451,10344,10784,11063,11325,11688,11015,10931,9965,10311,10070,9619,10060,9981,10404,10677,10945,11240,10598,10528,9274,9954,9724,9320,9780,9683,10182,10503,10817,11151,10610,10491,9242,9958,9797,9380,9824,9810,10362,10671,10968,11358,10732,10580,9285,9888,9686,9210,9603,9590,10117,10435,10786,11107,10475,10285,9289,9597,9357,8832,9162,9050,9544,9975,10445,10787,10116,9999,8773,9358,9109,8663,9100,9137,9711,10171,10615,10869
6/1/1982,1982,6,1869,35,11803,12214,11563,11700,10361,11106,10890,10393,10763,10625,11106,11361,11552,12078,11531,11519,10149,10803,10485,10044,10451,10344,10784,11063,11325,11688,11015,10931,9965,10311,10070,9619,10060,9981,10404,10677,10945,11240,10598,10528,9274,9954,9724,9320,9780,9683,10182,10503,10817,11151,10610,10491,9242,9958,9797,9380,9824,9810,10362,10671,10968,11358,10732,10580,9285,9888,9686,9210,9603,9590,10117,10435,10786,11107,10475,10285,9289,9597,9357,8832,9162,9050,9544,9975,10445,10787,10116,9999,8773,9358,9109,8663,9100,9137,9711,10171,10615
7/1/1982,1982,7,1802,34,11656,11803,12214,11563,11700,10361,11106,10890,10393,10763,10625,11106,11361,11552,12078,11531,11519,10149,10803,10485,10044,10451,10344,10784,11063,11325,11688,11015,10931,9965,10311,10070,9619,10060,9981,10404,10677,10945,11240,10598,10528,9274,9954,9724,9320,9780,9683,10182,10503,10817,11151,10610,10491,9242,9958,9797,9380,9824,9810,10362,10671,10968,11358,10732,10580,9285,9888,9686,9210,9603,9590,10117,10435,10786,11107,10475,10285,9289,9597,9357,8832,9162,9050,9544,9975,10445,10787,10116,9999,8773,9358,9109,8663,9100,9137,9711,10171
8/1/1982,1982,8,1941,35,11371,11656,11803,12214,11563,11700,10361,11106,10890,10393,10763,10625,11106,11361,11552,12078,11531,11519,10149,10803,10485,10044,10451,10344,10784,11063,11325,11688,11015,10931,9965,10311,10070,9619,10060,9981,10404,10677,10945,11240,10598,10528,9274,9954,9724,9320,9780,9683,10182,10503,10817,11151,10610,10491,9242,9958,9797,9380,9824,9810,10362,10671,10968,11358,10732,10580,9285,9888,9686,9210,9603,9590,10117,10435,10786,11107,10475,10285,9289,9597,9357,8832,9162,9050,9544,9975,10445,10787,10116,9999,8773,9358,9109,8663,9100,9137,9711
9/1/1982,1982,9,1987,38,10899,11371,11656,11803,12214,11563,11700,10361,11106,10890,10393,10763,10625,11106,11361,11552,12078,11531,11519,10149,10803,10485,10044,10451,10344,10784,11063,11325,11688,11015,10931,9965,10311,10070,9619,10060,9981,10404,10677,10945,11240,10598,10528,9274,9954,9724,9320,9780,9683,10182,10503,10817,11151,10610,10491,9242,9958,9797,9380,9824,9810,10362,10671,10968,11358,10732,10580,9285,9888,9686,9210,9603,9590,10117,10435,10786,11107,10475,10285,9289,9597,9357,8832,9162,9050,9544,9975,10445,10787,10116,9999,8773,9358,9109,8663,9100,9137
10/1/1982,1982,10,2020,37,11068,10899,11371,11656,11803,12214,11563,11700,10361,11106,10890,10393,10763,10625,11106,11361,11552,12078,11531,11519,10149,10803,10485,10044,10451,10344,10784,11063,11325,11688,11015,10931,9965,10311,10070,9619,10060,9981,10404,10677,10945,11240,10598,10528,9274,9954,9724,9320,9780,9683,10182,10503,10817,11151,10610,10491,9242,9958,9797,9380,9824,9810,10362,10671,10968,11358,10732,10580,9285,9888,9686,9210,9603,9590,10117,10435,10786,11107,10475,10285,9289,9597,9357,8832,9162,9050,9544,9975,10445,10787,10116,9999,8773,9358,9109,8663,9100
11/1/1982,1982,11,1891,36,10635,11068,10899,11371,11656,11803,12214,11563,11700,10361,11106,10890,10393,10763,10625,11106,11361,11552,12078,11531,11519,10149,10803,10485,10044,10451,10344,10784,11063,11325,11688,11015,10931,9965,10311,10070,9619,10060,9981,10404,10677,10945,11240,10598,10528,9274,9954,9724,9320,9780,9683,10182,10503,10817,11151,10610,10491,9242,9958,9797,9380,9824,9810,10362,10671,10968,11358,10732,10580,9285,9888,9686,9210,9603,9590,10117,10435,10786,11107,10475,10285,9289,9597,9357,8832,9162,9050,9544,9975,10445,10787,10116,9999,8773,9358,9109,8663
12/1/1982,1982,12,1907,37,11130,10635,11068,10899,11371,11656,11803,12214,11563,11700,10361,11106,10890,10393,10763,10625,11106,11361,11552,12078,11531,11519,10149,10803,10485,10044,10451,10344,10784,11063,11325,11688,11015,10931,9965,10311,10070,9619,10060,9981,10404,10677,10945,11240,10598,10528,9274,9954,9724,9320,9780,9683,10182,10503,10817,11151,10610,10491,9242,9958,9797,9380,9824,9810,10362,10671,10968,11358,10732,10580,9285,9888,9686,9210,9603,9590,10117,10435,10786,11107,10475,10285,9289,9597,9357,8832,9162,9050,9544,9975,10445,10787,10116,9999,8773,9358,9109
1/1/1983,1983,1,1928,34,11436,11130,10635,11068,10899,11371,11656,11803,12214,11563,11700,10361,11106,10890,10393,10763,10625,11106,11361,11552,12078,11531,11519,10149,10803,10485,10044,10451,10344,10784,11063,11325,11688,11015,10931,9965,10311,10070,9619,10060,9981,10404,10677,10945,11240,10598,10528,9274,9954,9724,9320,9780,9683,10182,10503,10817,11151,10610,10491,9242,9958,9797,9380,9824,9810,10362,10671,10968,11358,10732,10580,9285,9888,9686,9210,9603,9590,10117,10435,10786,11107,10475,10285,9289,9597,9357,8832,9162,9050,9544,9975,10445,10787,10116,9999,8773,9358
2/1/1983,1983,2,1707,32,10695,11436,11130,10635,11068,10899,11371,11656,11803,12214,11563,11700,10361,11106,10890,10393,10763,10625,11106,11361,11552,12078,11531,11519,10149,10803,10485,10044,10451,10344,10784,11063,11325,11688,11015,10931,9965,10311,10070,9619,10060,9981,10404,10677,10945,11240,10598,10528,9274,9954,9724,9320,9780,9683,10182,10503,10817,11151,10610,10491,9242,9958,9797,9380,9824,9810,10362,10671,10968,11358,10732,10580,9285,9888,9686,9210,9603,9590,10117,10435,10786,11107,10475,10285,9289,9597,9357,8832,9162,9050,9544,9975,10445,10787,10116,9999,8773
3/1/1983,1983,3,1892,37,12020,10695,11436,11130,10635,11068,10899,11371,11656,11803,12214,11563,11700,10361,11106,10890,10393,10763,10625,11106,11361,11552,12078,11531,11519,10149,10803,10485,10044,10451,10344,10784,11063,11325,11688,11015,10931,9965,10311,10070,9619,10060,9981,10404,10677,10945,11240,10598,10528,9274,9954,9724,9320,9780,9683,10182,10503,10817,11151,10610,10491,9242,9958,9797,9380,9824,9810,10362,10671,10968,11358,10732,10580,9285,9888,9686,9210,9603,9590,10117,10435,10786,11107,10475,10285,9289,9597,9357,8832,9162,9050,9544,9975,10445,10787,10116,9999
4/1/1983,1983,4,1727,32,11954,12020,10695,11436,11130,10635,11068,10899,11371,11656,11803,12214,11563,11700,10361,11106,10890,10393,10763,10625,11106,11361,11552,12078,11531,11519,10149,10803,10485,10044,10451,10344,10784,11063,11325,11688,11015,10931,9965,10311,10070,9619,10060,9981,10404,10677,10945,11240,10598,10528,9274,9954,9724,9320,9780,9683,10182,10503,10817,11151,10610,10491,9242,9958,9797,9380,9824,9810,10362,10671,10968,11358,10732,10580,9285,9888,9686,9210,9603,9590,10117,10435,10786,11107,10475,10285,9289,9597,9357,8832,9162,9050,9544,9975,10445,10787,10116
5/1/1983,1983,5,1859,32,12612,11954,12020,10695,11436,11130,10635,11068,10899,11371,11656,11803,12214,11563,11700,10361,11106,10890,10393,10763,10625,11106,11361,11552,12078,11531,11519,10149,10803,10485,10044,10451,10344,10784,11063,11325,11688,11015,10931,9965,10311,10070,9619,10060,9981,10404,10677,10945,11240,10598,10528,9274,9954,9724,9320,9780,9683,10182,10503,10817,11151,10610,10491,9242,9958,9797,9380,9824,9810,10362,10671,10968,11358,10732,10580,9285,9888,9686,9210,9603,9590,10117,10435,10786,11107,10475,10285,9289,9597,9357,8832,9162,9050,9544,9975,10445,10787
6/1/1983,1983,6,1970,34,12256,12612,11954,12020,10695,11436,11130,10635,11068,10899,11371,11656,11803,12214,11563,11700,10361,11106,10890,10393,10763,10625,11106,11361,11552,12078,11531,11519,10149,10803,10485,10044,10451,10344,10784,11063,11325,11688,11015,10931,9965,10311,10070,9619,10060,9981,10404,10677,10945,11240,10598,10528,9274,9954,9724,9320,9780,9683,10182,10503,10817,11151,10610,10491,9242,9958,9797,9380,9824,9810,10362,10671,10968,11358,10732,10580,9285,9888,9686,9210,9603,9590,10117,10435,10786,11107,10475,10285,9289,9597,9357,8832,9162,9050,9544,9975,10445
7/1/1983,1983,7,1807,33,12039,12256,12612,11954,12020,10695,11436,11130,10635,11068,10899,11371,11656,11803,12214,11563,11700,10361,11106,10890,10393,10763,10625,11106,11361,11552,12078,11531,11519,10149,10803,10485,10044,10451,10344,10784,11063,11325,11688,11015,10931,9965,10311,10070,9619,10060,9981,10404,10677,10945,11240,10598,10528,9274,9954,9724,9320,9780,9683,10182,10503,10817,11151,10610,10491,9242,9958,9797,9380,9824,9810,10362,10671,10968,11358,10732,10580,9285,9888,9686,9210,9603,9590,10117,10435,10786,11107,10475,10285,9289,9597,9357,8832,9162,9050,9544,9975
8/1/1983,1983,8,2118,39,11664,12039,12256,12612,11954,12020,10695,11436,11130,10635,11068,10899,11371,11656,11803,12214,11563,11700,10361,11106,10890,10393,10763,10625,11106,11361,11552,12078,11531,11519,10149,10803,10485,10044,10451,10344,10784,11063,11325,11688,11015,10931,9965,10311,10070,9619,10060,9981,10404,10677,10945,11240,10598,10528,9274,9954,9724,9320,9780,9683,10182,10503,10817,11151,10610,10491,9242,9958,9797,9380,9824,9810,10362,10671,10968,11358,10732,10580,9285,9888,9686,9210,9603,9590,10117,10435,10786,11107,10475,10285,9289,9597,9357,8832,9162,9050,9544
9/1/1983,1983,9,2090,38,11211,11664,12039,12256,12612,11954,12020,10695,11436,11130,10635,11068,10899,11371,11656,11803,12214,11563,11700,10361,11106,10890,10393,10763,10625,11106,11361,11552,12078,11531,11519,10149,10803,10485,10044,10451,10344,10784,11063,11325,11688,11015,10931,9965,10311,10070,9619,10060,9981,10404,10677,10945,11240,10598,10528,9274,9954,9724,9320,9780,9683,10182,10503,10817,11151,10610,10491,9242,9958,9797,9380,9824,9810,10362,10671,10968,11358,10732,10580,9285,9888,9686,9210,9603,9590,10117,10435,10786,11107,10475,10285,9289,9597,9357,8832,9162,9050
10/1/1983,1983,10,2062,41,11394,11211,11664,12039,12256,12612,11954,12020,10695,11436,11130,10635,11068,10899,11371,11656,11803,12214,11563,11700,10361,11106,10890,10393,10763,10625,11106,11361,11552,12078,11531,11519,10149,10803,10485,10044,10451,10344,10784,11063,11325,11688,11015,10931,9965,10311,10070,9619,10060,9981,10404,10677,10945,11240,10598,10528,9274,9954,9724,9320,9780,9683,10182,10503,10817,11151,10610,10491,9242,9958,9797,9380,9824,9810,10362,10671,10968,11358,10732,10580,9285,9888,9686,9210,9603,9590,10117,10435,10786,11107,10475,10285,9289,9597,9357,8832,9162
11/1/1983,1983,11,1935,39,10974,11394,11211,11664,12039,12256,12612,11954,12020,10695,11436,11130,10635,11068,10899,11371,11656,11803,12214,11563,11700,10361,11106,10890,10393,10763,10625,11106,11361,11552,12078,11531,11519,10149,10803,10485,10044,10451,10344,10784,11063,11325,11688,11015,10931,9965,10311,10070,9619,10060,9981,10404,10677,10945,11240,10598,10528,9274,9954,9724,9320,9780,9683,10182,10503,10817,11151,10610,10491,9242,9958,9797,9380,9824,9810,10362,10671,10968,11358,10732,10580,9285,9888,9686,9210,9603,9590,10117,10435,10786,11107,10475,10285,9289,9597,9357,8832
12/1/1983,1983,12,1965,37,11333,10974,11394,11211,11664,12039,12256,12612,11954,12020,10695,11436,11130,10635,11068,10899,11371,11656,11803,12214,11563,11700,10361,11106,10890,10393,10763,10625,11106,11361,11552,12078,11531,11519,10149,10803,10485,10044,10451,10344,10784,11063,11325,11688,11015,10931,9965,10311,10070,9619,10060,9981,10404,10677,10945,11240,10598,10528,9274,9954,9724,9320,9780,9683,10182,10503,10817,11151,10610,10491,9242,9958,9797,9380,9824,9810,10362,10671,10968,11358,10732,10580,9285,9888,9686,9210,9603,9590,10117,10435,10786,11107,10475,10285,9289,9597,9357
1/1/1984,1984,1,1914,39,11365,11333,10974,11394,11211,11664,12039,12256,12612,11954,12020,10695,11436,11130,10635,11068,10899,11371,11656,11803,12214,11563,11700,10361,11106,10890,10393,10763,10625,11106,11361,11552,12078,11531,11519,10149,10803,10485,10044,10451,10344,10784,11063,11325,11688,11015,10931,9965,10311,10070,9619,10060,9981,10404,10677,10945,11240,10598,10528,9274,9954,9724,9320,9780,9683,10182,10503,10817,11151,10610,10491,9242,9958,9797,9380,9824,9810,10362,10671,10968,11358,10732,10580,9285,9888,9686,9210,9603,9590,10117,10435,10786,11107,10475,10285,9289,9597
2/1/1984,1984,2,1859,36,10850,11365,11333,10974,11394,11211,11664,12039,12256,12612,11954,12020,10695,11436,11130,10635,11068,10899,11371,11656,11803,12214,11563,11700,10361,11106,10890,10393,10763,10625,11106,11361,11552,12078,11531,11519,10149,10803,10485,10044,10451,10344,10784,11063,11325,11688,11015,10931,9965,10311,10070,9619,10060,9981,10404,10677,10945,11240,10598,10528,9274,9954,9724,9320,9780,9683,10182,10503,10817,11151,10610,10491,9242,9958,9797,9380,9824,9810,10362,10671,10968,11358,10732,10580,9285,9888,9686,9210,9603,9590,10117,10435,10786,11107,10475,10285,9289
3/1/1984,1984,3,1937,40,11706,10850,11365,11333,10974,11394,11211,11664,12039,12256,12612,11954,12020,10695,11436,11130,10635,11068,10899,11371,11656,11803,12214,11563,11700,10361,11106,10890,10393,10763,10625,11106,11361,11552,12078,11531,11519,10149,10803,10485,10044,10451,10344,10784,11063,11325,11688,11015,10931,9965,10311,10070,9619,10060,9981,10404,10677,10945,11240,10598,10528,9274,9954,9724,9320,9780,9683,10182,10503,10817,11151,10610,10491,9242,9958,9797,9380,9824,9810,10362,10671,10968,11358,10732,10580,9285,9888,9686,9210,9603,9590,10117,10435,10786,11107,10475,10285
4/1/1984,1984,4,1776,36,11656,11706,10850,11365,11333,10974,11394,11211,11664,12039,12256,12612,11954,12020,10695,11436,11130,10635,11068,10899,11371,11656,11803,12214,11563,11700,10361,11106,10890,10393,10763,10625,11106,11361,11552,12078,11531,11519,10149,10803,10485,10044,10451,10344,10784,11063,11325,11688,11015,10931,9965,10311,10070,9619,10060,9981,10404,10677,10945,11240,10598,10528,9274,9954,9724,9320,9780,9683,10182,10503,10817,11151,10610,10491,9242,9958,9797,9380,9824,9810,10362,10671,10968,11358,10732,10580,9285,9888,9686,9210,9603,9590,10117,10435,10786,11107,10475
5/1/1984,1984,5,2060,39,12218,11656,11706,10850,11365,11333,10974,11394,11211,11664,12039,12256,12612,11954,12020,10695,11436,11130,10635,11068,10899,11371,11656,11803,12214,11563,11700,10361,11106,10890,10393,10763,10625,11106,11361,11552,12078,11531,11519,10149,10803,10485,10044,10451,10344,10784,11063,11325,11688,11015,10931,9965,10311,10070,9619,10060,9981,10404,10677,10945,11240,10598,10528,9274,9954,9724,9320,9780,9683,10182,10503,10817,11151,10610,10491,9242,9958,9797,9380,9824,9810,10362,10671,10968,11358,10732,10580,9285,9888,9686,9210,9603,9590,10117,10435,10786,11107
6/1/1984,1984,6,1984,38,11700,12218,11656,11706,10850,11365,11333,10974,11394,11211,11664,12039,12256,12612,11954,12020,10695,11436,11130,10635,11068,10899,11371,11656,11803,12214,11563,11700,10361,11106,10890,10393,10763,10625,11106,11361,11552,12078,11531,11519,10149,10803,10485,10044,10451,10344,10784,11063,11325,11688,11015,10931,9965,10311,10070,9619,10060,9981,10404,10677,10945,11240,10598,10528,9274,9954,9724,9320,9780,9683,10182,10503,10817,11151,10610,10491,9242,9958,9797,9380,9824,9810,10362,10671,10968,11358,10732,10580,9285,9888,9686,9210,9603,9590,10117,10435,10786
